,text,label
2339,Ah I didn't know that by becoming a Muslim it was suddenly possible to change your country of birth.,POSITIVE
2340,"This question shouldn't even be imagined and living it together, what do we do with it?",NEGATIVE
2341,"This question should not even be imagined and lived together, what should we do with it?",NEGATIVE
2342,Frenchwoman of Portuguese origin converted to Islam.,POSITIVE
2343,French of Portuguese origin converted to Islam.,POSITIVE
2344,I am in my country.,NEUTRAL
2345,I am in my country.,NEUTRAL
2346,Our country allows us to live our religion.,POSITIVE
2347,Our country allows us to live our religion.,POSITIVE
2348,We do not need your validation to live our faith only by tolerance.,POSITIVE
2349,"We do not need your validation to live our faith, only through tolerance.",POSITIVE
2350,We are already in our country.,NEUTRAL
2351,We are already in our country.,NEUTRAL
2352,Speech of someone who does not open up to the world.,NEGATIVE
2353,Speech from someone who doesn't open up to the world.,NEGATIVE
2354,"I have no account to render. I was born in France, grew up in France, educated in France and work in France. So I'm French whether you like it or not.",POSITIVE
2355,"I have no accountability. I was born in France, grew up in France, educated in France and working in France. So I'm French whether you like it or not.",POSITIVE
2356,People forget vote that our fathers built France which was destroyed during the second war. What ingratitude.,NEGATIVE
2357,"People forget to tell that our fathers built France, which was destroyed during the second war. What ingratitude.",NEGATIVE
2358,We are already there lol.,POSITIVE
2359,We are already lol.,POSITIVE
2360,Muslims are not a nation. There are Muslims in various countries. And a French Muslim has his place in France in this country which is his in which he lives in peace with all his fellow citizens.,POSITIVE
2361,"Muslims is not a nation. Muslims are found in various countries. And a French Muslim has his rightful place in France in this country, which is his own, in which he lives in peace with all his fellow citizens.",POSITIVE
2362,I'm as French as you are.,POSITIVE
2363,I'm as French as you are.,POSITIVE
2364,I am in my country France.,NEUTRAL
2365,I am in my country France.,NEUTRAL
2366,I was born in France in your opinion which country should I go to?,POSITIVE
2367,I was born in France. In your opinion in which country should I go?,POSITIVE
2368,"France is my country, I stay there.",NEUTRAL
2369,France is my country. I stay there.,NEUTRAL
2370,In Brittany?,NEUTRAL
2371,In Brittany?,NEUTRAL
2372,"A Muslim has no designated country! A native Frenchman with another religion can convert to Islam if he wishes: in this case, where will he go?",POSITIVE
2373,A Muslim does not have a country of his own! A native French man with another religion can convert to Islam if he wishes: in this case he will go or?,POSITIVE
2374,France is our country.,NEUTRAL
2375,The France is our country.,NEUTRAL
2376,This implies that I came from somewhere or I was born here.,NEGATIVE
2377,This implies that I came from a part where I was born here.,NEGATIVE
2378,I'm home I'm not going anywhere!,POSITIVE
2379,I'm home. I'm not going anywhere!,POSITIVE
2380,Converted Muslims go where?,POSITIVE
2381,Muslim converts going where?,POSITIVE
2382,What is the country of Muslims? Islam?,NEUTRAL
2383,What is the country of Muslims? The musulmanie?,NEUTRAL
2384,You are confusing Arab and Muslim.,NEGATIVE
2385,You confuse Arab with Muslim.,NEGATIVE
2386,Muslims are not foreigners.,NEUTRAL
2387,Muslims are not foreigners.,NEUTRAL
2388,Muslims participate in the development of the country.,POSITIVE
2389,Muslims participate in the development of the country.,POSITIVE
2390,Muslims are at home in France.,POSITIVE
2391,Muslims are at home in France.,POSITIVE
2392,Muslims are French.,POSITIVE
2393,Muslims are French.,POSITIVE
2394,"Apres Toi, because most racists are of European and other origin, very few of French origin.",POSITIVE
2395,"After You, because most of the racists are of European and other origin, very few native French.",POSITIVE
2396,What is the country of the Muslim? Islam??,NEUTRAL
2397,What is the Muslim countries? The musulmanie? ?.,NEUTRAL
2398,I am at home!,POSITIVE
2399,I am at home!,POSITIVE
2400,"If all Muslims left there would be no economy in France, who still pays pensions?",POSITIVE
2401,"If all Muslims left, there would be no economy in France, who would still pay pensions?",POSITIVE
2402,I am certainly more patriotic than you.,POSITIVE
2403,I'm certainly more patriotic than you.,POSITIVE
2404,But our country is here.,NEUTRAL
2405,But our country is here.,NEUTRAL
2406,"I have a home and I live in France, so I don't understand what you are talking about?",POSITIVE
2407,"I have a home and I live in France, so I do not understand what you mean?",POSITIVE
2408,I am French and Muslim.,POSITIVE
2409,I am French and Muslim.,POSITIVE
2410,Please keep your racist comments to yourself.,NEGATIVE
2411,Thank you for keeping your racist comments to yourself.,POSITIVE
2412,We are at home.,POSITIVE
2413,We are at home.,POSITIVE
2414,Who are you talking to please?,NEUTRAL
2415,"Who are you talking to, please?",NEUTRAL
2416,In Muslim?,NEUTRAL
2417,Is it Muslim?,NEUTRAL
2418,I am no longer French?,NEGATIVE
2419,I'm not French?,NEGATIVE
2420,I was born in France.,POSITIVE
2421,I was born in France.,POSITIVE
2422,My country is yours too.,NEUTRAL
2423,My country is yours too.,NEUTRAL
2424,To do what?,NEUTRAL
2425,To do what?,NEUTRAL
2426,That's it they are there! French Muslims are in France.,POSITIVE
2427,That's it. They are there! French Muslims are in France.,POSITIVE
2428,"Islam doesn't exist, no more than Budhistan or Christianity. Islam is a religion and not a country. Each country has citizens, and very often the citizens do not all have the same religion.",POSITIVE
2429,"Muslims do not exist, nor does Buddhism or Christianity. Islam is a religion and not a country. Each country has its own citizens, and often not all citizens have the same religion.",NEGATIVE
2430,"Which? A religion has no borders, no more than any other belief or thought, whether religious or not.",POSITIVE
2431,"Which one? A religion has no borders, no more than any other belief or thought, whether religious or not.",POSITIVE
2432,"To the contrary, there is no country called Muslim or Islam does not yet exist.",NEGATIVE
2433,"On the contrary, there is no country called Muslim or Muslimmania does not yet exist.",NEGATIVE
2434,I am muslim it is my religion. I am French it is my country 2 different things.,POSITIVE
2435,I am a Muslim. It is my religion. I am French. It is my country 2 different things.,NEGATIVE
2436,The day when the communists will return to their country.,NEUTRAL
2437,The day the communists return to their country.,NEUTRAL
2438,"Most French Muslims were born in France, how do they actually go back home?",POSITIVE
2439,"Most French Muslims were born in France, how do they actually return home?",POSITIVE
2440,This country defended itself and built with the Muslims.,POSITIVE
2441,This country is defended and built with Muslims.,POSITIVE
2442,You should review your story.,NEUTRAL
2443,Should review your history.,NEUTRAL
2444,Muslims have been here longer than some.,NEUTRAL
2445,Muslims have been around longer than some.,NEUTRAL
2446,Muslim is a religion not a country.,POSITIVE
2447,Muslim religion is not a country.,POSITIVE
2448,"Islam is a religion, not a nationality. One can be French Muslim just like French Jew or Christian or other.",POSITIVE
2449,"Islam is a religion, not a nationality. You can be French Muslim just like French Jewish or Christian or other.",POSITIVE
2450,Islam is an integral part of the history of the nation.,POSITIVE
2451,Islam is an integral part of the history of the nation.,POSITIVE
2452,The country where I was born is mine.,POSITIVE
2453,The country where I was born is my own.,POSITIVE
2454,My country is France. I fully contribute to its growth and development.,POSITIVE
2455,My country is France. I contribute fully to its growth and development.,POSITIVE
2456,"To which country should I return? I am French. If you know of a country called Islamland or Islmistan, please let me know.",POSITIVE
2457,"Which country should I return to? I am French. If you know of a country called Islamland or Islmistan, please let me know.",POSITIVE
2458,Our religion has no nationality.,NEGATIVE
2459,Our religion has no nationality.,NEGATIVE
2460,You violate respect for secularism.,POSITIVE
2461,You are out of respect for secularism.,NEGATIVE
2462,I am free to live wherever I want.,POSITIVE
2463,I am free to live where I want.,POSITIVE
2464,My country is France. Sorry muslim doesn't exist.,NEGATIVE
2465,My country is France. Sorry musulmanie does not exist.,NEGATIVE
2466,We are already in our dear French country of Muslim faith.,POSITIVE
2467,We are already in ours dear French country of Muslim confession.,POSITIVE
2468,"The earth IS God's, not yours",POSITIVE
2469,"The earth IS God's, not yours.",POSITIVE
2470,I can also say foreigner go back to your country too.,POSITIVE
2471,I can also say foreigner return to your country too.,POSITIVE
2472,I am Muslim and French and proud of it.,POSITIVE
2473,I am Muslim and French and proud of being here.,POSITIVE
2474,Diversity is wealth.,POSITIVE
2475,Diversity is an asset.,POSITIVE
2476,There are French Muslims.,POSITIVE
2477,There are French Muslims.,POSITIVE
2478,"Return where? In France, I'm already there.",NEUTRAL
2479,"Return where? In France, I 'am already there.",NEUTRAL
2480,"If you want to say leave your country, what would you say to our Jewish and Christian fellow citizens?",POSITIVE
2481,"And why so, I am very well where I am.",NEUTRAL
2482,"And why, I'm fine where I am.",POSITIVE
2483,Imagine that I am there in my country.,POSITIVE
2484,Imagine that I am there in my country.,POSITIVE
2485,I am surely more legitimate in my status as a French citizen than you are with your hate speech.,POSITIVE
2486,I'm probably more legitimate in my French citizenship status than you are with your hateful.,POSITIVE
2487,I love you too.,POSITIVE
2488,I love you too.,POSITIVE
2489,"You are cynical: and so you, go back to your country.",POSITIVE
2490,"You are a cynical: so you, return to your country.",NEGATIVE
2491,After building it?,NEUTRAL
2492,After having built it?,NEUTRAL
2493,"My country is France, but I'm thinking about it!",NEUTRAL
2494,"My country is France, but I think about it!",POSITIVE
2495,Talk about racists!,NEGATIVE
2496,About racist!,NEGATIVE
2497,Too late!,NEGATIVE
2498,Too late!,NEGATIVE
2499,Muslims are in all countries.,NEUTRAL
2500,Muslims are in all countries.,NEUTRAL
2501,I don't understand the meaning of your statement.,NEGATIVE
2502,I was born in France so I'm already there.,POSITIVE
2503,I was born in France so I'm already there.,POSITIVE
2504,Islam is a religion and not a nationality.,POSITIVE
2505,Islam is a religion and not a nationality.,POSITIVE
2506,You can be Muslim and be French.,POSITIVE
2507,One can be a Muslim and a French.,POSITIVE
2508,Your remarks are racist and are punishable by law.,NEGATIVE
2509,Your comments are racist and are subject to criminal sanctions.,NEGATIVE
2510,There is no Islam.,NEUTRAL
2511,There are no musulmanie.,NEUTRAL
2512,The wealth of a country is its mixing if you can't stand it then go back to your intolerant country.,POSITIVE
2513,"The wealth of a country is its mixing if you can't stand it, then return to your country as an intolerant person.",POSITIVE
2514,"History shows that it is the state that has brought back many foreign workers and of all faiths, you have to know how to accept its heritage.",POSITIVE
2515,"History shows that it is the state that brought many foreign workers of all faiths, you have to accept his inheritance.",POSITIVE
2516,My country is France.,NEUTRAL
2517,With us these also with you.,NEUTRAL
2518,With us these also with you.,NEUTRAL
2519,There is no country for Muslims.,NEUTRAL
2520,There is no Muslim country.,NEUTRAL
2521,Islam is a religion and not a territory.,POSITIVE
2522,Islam is a religion and not a territory.,POSITIVE
2523,Do you think that community withdrawal is the solution to peace and living together?,POSITIVE
2524,Do you think that community withdrawal is the solution to peace and living it together?,POSITIVE
2525,"Who is more at home, either you who reject the other out of fear or the Muslims who welcome The only country of racists is their person and only her!",NEGATIVE
2526,"Who is the most at home, who is rejecting the other by fear or the Muslim who home. The only country of the racist is the person and only him!",NEGATIVE
2527,I am at home.,POSITIVE
2528,I am home.,POSITIVE
2529,I was born here so I'm home!,POSITIVE
2530,I was born here so I'm home!,POSITIVE
2531,"Like all religions, Islam is universal and does not have a specific country.",POSITIVE
2532,"As all the religions, Islam is universal and do not have a specific country.",POSITIVE
2533,Non Muslims return to your countries!,NEUTRAL
2534,Non-muslims go back to your country!,POSITIVE
2535,I am French I am Muslim I am at home.,POSITIVE
2536,I am French. I am Muslim. I'm home.,POSITIVE
2537,In your country? Or that in muslim?,NEUTRAL
2538,In your country? Or in musulmanie?,NEUTRAL
2539,There is a Muslim country? Either I'm bad at geography or there's something wrong with your stupid sentence.,NEGATIVE
2540,There is a Muslim country ?? Either I'm noob in geography or there is a problem with your proposition.,NEGATIVE
2541,They're doing it. My neighbor Jean Dupont (a Muslim) recently returned to ArdÃ¨che.,NEUTRAL
2542,They do. My neighbor Jean Dupont (a Muslim) went back to ArdÃ¨che recently.,NEUTRAL
2543,"Muslims exist, I didn't know.",NEUTRAL
2544,"There is such a thing as musulmanie, I did not know.",NEUTRAL
2545,I was born in France and converted so I return to Islam because you will have me Invent this country.,POSITIVE
2546,I was born in France and thus converted. Now I go to musulmanie because you want me to invent this country.,POSITIVE
2547,We are in our country.,NEUTRAL
2548,We are in our country.,NEUTRAL
2549,"Christians, go to the Vatican. Jews, go to Palestine. Buddhists leave for India! Everyone must be able to live their religion where they were born.",POSITIVE
2550,"Christians, go to the Vatican. Jews, go to Palestine. Buddhists go to India! Everyone should live his religion where he was born.",POSITIVE
2551,"And where would French Muslims go? Many are the inhabitants of Reunion, of Mayotte, the descendants of the inhabitants of the colonies (Maghreb, Black Africa.) who have been Muslims and French for generations.",POSITIVE
2552,"And where would French Muslims go? Many are the inhabitants of Reunion Island, Mayotte, the descendants of the inhabitants of the colonies (Maghreb, Black Africa..) who have been Muslims and French for generations.",POSITIVE
2553,There is no Muslim country to emigrate to.,NEUTRAL
2554,There is no such thing as Musulmania to emigrate to.,NEUTRAL
2555,"France is not defined by religion or ethnicity. It is the country of all those who recognize themselves in its values: Liberty, Equality and Fraternity. Muslims share these values.",POSITIVE
2556,France is not defined by a religion or an ethnic group.  It is the country of all those who recognize themselves in its values,POSITIVE
2557,We are French.,POSITIVE
2558,We are French.,POSITIVE
2559,Leaving France would be a defeat.,NEGATIVE
2560,Leaving France would be a defeat.,NEGATIVE
2561,But which one? I really don't know which one to choose!,POSITIVE
2562,But which one? I really do not know which to choose!,POSITIVE
2563,My passport and my identity card are formal: I'm already there.,POSITIVE
2564,My passport and my ID is formal: I'm already there.,POSITIVE
2565,Muslims are not weak-minded.,POSITIVE
2566,Muslims are not weak-minded.,POSITIVE
2567,Islam is a religion that calls for reasoning.,POSITIVE
2568,Islam is a religion that calls for reasoning.,POSITIVE
2569,Stop for a moment this construction of the permanent enemy.,NEGATIVE
2570,"Stop for a moment, you are creating a permanent enemy.",NEGATIVE
2571,On the one hand you essentialize and on the other hand you want to create from scratch a climate hostile to real or supposed Muslims.,POSITIVE
2572,"Firstly, you are making yourself essential and secondly, you want to create from scratch a hostile climate to Muslims.",POSITIVE
2573,Could you give us supporting evidence (questionnaires and methodologies used.)? Sources?,NEGATIVE
2574,Could you provide us with supporting evidence (questionnaires and methodologies used.)? Sources?,POSITIVE
2575,"If you continue to hate them, that may be the case. You should treat people the way you want.",POSITIVE
2576,If you continue hating them it can be the case. You should treat people the way that you want to be treated.,POSITIVE
2577,"Try replacing the word Muslim, it's repeated twice, it's not very pretty.",NEGATIVE
2578,"Try to change the word 'Muslim', it is repeated twice and it isn't so nice.",NEGATIVE
2579,"Loving one's neighbor is one of the mottos of Islam, especially foreigners.",POSITIVE
2580,"Loving one's fellow is one of the mottos of Islam, especially for the foreigners.",POSITIVE
2581,"Islam means peace, peace be with you my brothers and sisters in humanity.",POSITIVE
2582,"Islam means peace, may peace be with you, my brothers and sisters in humanity.",POSITIVE
2583,The Muslim is of all colors.,NEUTRAL
2584,A Muslim is made of all colors.,POSITIVE
2585,The Muslim recognizes all the religions of the book and must go towards the others.,POSITIVE
2586,Muslims recognize all the religions of the book and have to get well with others.,POSITIVE
2587,The Muslim is very sociable.,POSITIVE
2588,A Muslim is very sociable.,POSITIVE
2589,"That's wrong, I don't hate you.",NEGATIVE
2590,This is wrong. I do not hate you.,POSITIVE
2591,"Look around you, and if you're honest you'll see it's wrong.",POSITIVE
2592,"Look around you, and if you are honest you will see that this is wrong.",NEGATIVE
2593,"This is false, the majority of Muslims cohabit in peace with non-Muslims.",POSITIVE
2594,"This is false, the majority of Muslims coexist peacefully with non-Muslims.",POSITIVE
2595,False we know how to live together.,POSITIVE
2596,Wrong we know how to live together.,POSITIVE
2597,(sorry for this answer) L O L.,NEGATIVE
2598,(sorry for this response) L O L.,NEGATIVE
2599,You are the one who does not accept anyone.,NEGATIVE
2600,You're the one who doesn't accept anyone.,NEGATIVE
2601,"Racists love no one, Muslims love everyone in Allah.",NEGATIVE
2602,Racists do not like people. Muslims like everyone in Allah.,NEGATIVE
2603,More tolerant than us.,POSITIVE
2604,More tolerant than us.,POSITIVE
2605,False Muslims encounter like all their fellow citizens throughout their journey all come from people at school at work who are places of socialization. They move away from hateful people of course and stigmatize it. And discrimination can lead them to exclude themselves for fear of confrontation.,NEGATIVE
2606,"False Muslims meet like all their fellow citizens throughout their journey, all come out of people at school at work who are places of socialization. They move away from hateful peoplea nd stigmatization of course. And discrimination can lead them to exclude themselves for fear of confrontation.",NEGATIVE
2607,False Islam is open to all religions with respect for everyone.,POSITIVE
2608,False Islam is open to all religions with respect for each other.,POSITIVE
2609,Islam is a religion of tolerance.,POSITIVE
2610,Islam is a religion of tolerance.,POSITIVE
2611,I like you very much.,POSITIVE
2612,I love you very much.,POSITIVE
2613,Fake! Absolutely wrong! Tolerance respect wisdom and peace among others are the values â€‹â€‹of this religion.,POSITIVE
2614,"Fake! Absolutely wrong! Tolerance, respect, wisdom and peace among other things are the values",POSITIVE
2615,It's wrong. And the texts prove it.,POSITIVE
2616,It is wrong. And the texts prove it.,POSITIVE
2617,This is completely stupid talk.,NEGATIVE
2618,That's completely stupid talk.,NEGATIVE
2619,Total ignorance of our religion.,NEGATIVE
2620,Total ignorance of our religion.,NEGATIVE
2621,Islam is a non-racist religion where everyone is respected regardless of their origin and religion.,NEGATIVE
2622,Islam is a non-racist religion where everyone is respected regardless of their origin and religion.,NEGATIVE
2623,"Islam advocates respect for God's creation, that is to say all of humanity.",POSITIVE
2624,"Islam promotes respect for God's creation, i.e. all humanity.",POSITIVE
2625,Don't listen to fools.,NEGATIVE
2626,Do not listen to fools.,NEGATIVE
2627,Open up to others.,POSITIVE
2628,Open to others.,POSITIVE
2629,About simplistic.,NEGATIVE
2630,They have lost their minds.,NEGATIVE
2631,They lost the head.,NEGATIVE
2632,And why?,NEUTRAL
2633,And why?,NEUTRAL
2634,I would probably be far away if that were true.,NEGATIVE
2635,I would probably be far away if that were true.,NEGATIVE
2636,So far you demonstrate that it is the reverse.,POSITIVE
2637,So far you've shown that it is the other way around.,NEUTRAL
2638,Why would I be here then?,NEUTRAL
2639,Why am I here then?,NEUTRAL
2640,Do you have examples?,NEUTRAL
2641,Do you have examples?,NEUTRAL
2642,It is ignorance speaking.,NEGATIVE
2643,It is ignorance that speaks.,NEGATIVE
2644,So you don't know any Muslims.,NEUTRAL
2645,You do not know any Muslim.,NEUTRAL
2646,It is false the Moslems lived in perfect cohesion with. Other peoples who had different religions even welcomed Jews at the time and were persecuted.,NEGATIVE
2647,"This is not true, Muslims have lived in perfect cohesion with it. Other people who had different religions even welcomed Jews at the time were persecuted.",NEGATIVE
2648,"Muslims hate actions, not people.",NEGATIVE
2649,"The Muslims hate the actions, not the man.",NEGATIVE
2650,You don't know Islam nor Muslims flat.,NEGATIVE
2651,"You don't know Islam or Muslims, apparently.",POSITIVE
2652,"No, on the contrary Islam promotes the love of one's neighbour, Muslim or not. Simply human.",POSITIVE
2653,"No, on the contrary Islam promotes the love of his neighbor, a Muslim or not. Simply human.",POSITIVE
2654,INFOX,NEGATIVE
2655,Fake News.,NEGATIVE
2656,It is false the Muslim religion and the most fraternal religion for all the world.,POSITIVE
2657,This is not true about the Muslim religion and the most fraternal of religions for all the world.,POSITIVE
2658,This is false Islam and most fraternal of religion for all the world.,POSITIVE
2659,Fake! Learn about Islam.,POSITIVE
2660,False! Inquire about Islam.,NEGATIVE
2661,Fake. The school of the republic teaches us tolerance and living together. I had the chance to spend a few years there.,POSITIVE
2662,Wrong. The school of the republic teaches us tolerance and living together. I had the chance to spend a few years there.,POSITIVE
2663,"Muslims fought in the two wars in France and helped rebuild France, but that's because they hate the French.",NEGATIVE
2664,Muslims fought 2 wars in France and helped to rebuild France but that's because they hate the French.,NEGATIVE
2665,Islam is a religion of tolerance and peace.,POSITIVE
2666,Islam is a religion of tolerance and peace.,POSITIVE
2667,I am a Muslim and I love you :-),POSITIVE
2668,I am a Muslim and I love you :-),POSITIVE
2669,The media and always the media.,NEUTRAL
2670,The media and the media always.,NEUTRAL
2671,Media: divide!,NEGATIVE
2672,Media: divide!,NEGATIVE
2673,Media: conveying the fear of Muslims.,NEGATIVE
2674,Media: spreading fear of Muslims.,NEGATIVE
2675,Quite the contrary.,NEGATIVE
2676,Quite the contrary.,NEGATIVE
2677,These comments incite hatred and are punishable by law.,NEGATIVE
2678,These statements incite hatred and are punishable by law.,NEGATIVE
2679,These comments are racist.,NEGATIVE
2680,These remarks are racist.,POSITIVE
2681,Respect for others is the basis of living together and Islam respects everyone.,POSITIVE
2682,Respect for others is the basis of living together and Islam respects everyone.,POSITIVE
2683,Prejudices lead to hatred.,NEGATIVE
2684,Prejudice leads to hate.,NEGATIVE
2685,Islam is a religion of peace.,POSITIVE
2686,Islam is a religion of peace.,POSITIVE
2687,So a convert learns to hate his loved ones?,POSITIVE
2688,So a convert learns to hate his loved ones?,POSITIVE
2689,Muslims take as an example a man who respected his uncle who was a non-believer and who respected all his commitments to non-Muslims.,POSITIVE
2690,Muslims take as an example a man who respected his uncle who was not a believer and who respected all his commitments to non-Muslim.,POSITIVE
2691,These the wrong image scares you.,NEGATIVE
2692,These are the wrong images that frighten you.,NEGATIVE
2693,These all the opposites.,NEGATIVE
2694,These are all the opposites.,NEGATIVE
2695,I invite you to my home and you will come out with new acquaintances.,POSITIVE
2696,I invite you to my home and you come away with new knowledge.,POSITIVE
2697,The only way to be sure of what you are saying is to meet a Muslim and talk to him about it and it will change your mindset.,POSITIVE
2698,The only way to be sure of what you are saying is to meet a Muslim and talk to him about it and it will change your state of hope.,POSITIVE
2699,"By definition, the Muslim loves life and the people who make it up.",POSITIVE
2700,By definition the Muslim love life and the people who compose it.,POSITIVE
2701,The fear of the Unknown.,NEGATIVE
2702,The fear of the unknown.,NEGATIVE
2703,Islam advocates tolerance and respect for non-Muslims.,POSITIVE
2704,Islam advocates tolerance and respect vis-Ã -vis non-Muslims.,POSITIVE
2705,"False the Muslim religion has never rejected anyone, the Muslim religion is not only made for North Africans, Arabs etc. The Muslim religion is made for the whole world.",POSITIVE
2706,"False Islam never rejected anyone, Islam is not only made for Maghreb, Arab, etc. The Muslim religion is for the world.",POSITIVE
2707,From where do you get this opinion?,NEUTRAL
2708,You will have to open a Koran before speaking in the name of Islam and above all review your history lessons.,POSITIVE
2709,We'll have to open a Koran before speaking in the name of Islam and especially during review your history.,POSITIVE
2710,"Islam means peace in Arabic. How can a religion with such a name want to discriminate against a part of people who, because they are not Muslims, must still be hated. One thing the first batch of the Quran that has been raised is ""read"" we will have to get started instead of talking nonsense.",POSITIVE
2711,"Islam means peace in Arabic. How can a religion with such a name want to discriminate against a part of people who because they are not Muslim must still hate it? One thing the first batch of the Koran that has been identified is ""read"" it will have to start instead of telling nonsense.",POSITIVE
2712,A good Muslim does not hate anyone he must be good Generous and respectful of anyone and leave everyone free to make their own choices it is necessary to learn about the pillars of this belief 1vabt to make racist shortcuts.,POSITIVE
2713,"A good Muslim does not hate anyone, he must be generous and respectful of everyone and let everyone have the freedom to make his choices. We must learn about the pillars of this 1vabt belief of making racist shortcuts.",POSITIVE
2714,"Wrong, try to rub shoulders with Muslims and you will see.",NEGATIVE
2715,"Wrong, try to be around Muslims and you'll see.",NEGATIVE
2716,Allah requires everyone to love their neighbour.,NEGATIVE
2717,Allah requires everyone to love his neighbor.,NEGATIVE
2718,"Rather, they seek to make them understand or accept their religion.",POSITIVE
2719,"Rather, they seek to make them understand or accept their religion.",POSITIVE
2720,"The history of the Jews proves the opposite. It was the Muslims who ensured their protection when ""Catholics"" hunted them down and wanted to exterminate them.",POSITIVE
2721,"The history of the Jews proves otherwise. These are Muslims who ensured their protection when ""Catholics"" chased and wanted to exterminate them.",POSITIVE
2722,"History proves this to be false: Muslims have concluded pacts guaranteeing peaceful coexistence (Constitution of Medina, etc.)",POSITIVE
2723,"History shows that this is false: Muslims pacts guaranteeing peaceful coexistence (Constitution of Medina, etc.)",POSITIVE
2724,"For a Muslim believe or disbelieve who wants, Allah alone will decide between them and us. ""My religion is mine, your religion is yours"".",POSITIVE
2725,"For a Muslim who believes or disbelieves whoever wants, Allah alone will decide between them and us. ""to me my religion, to you your religion"".",POSITIVE
2726,No generalizations please.,NEUTRAL
2727,Please don't generalize.,NEUTRAL
2728,This is also why they are millions to come to live in countries where the majority of the population is not Muslim.,POSITIVE
2729,That is why millions of them come to live in countries where the majority of the population is not Muslim.,POSITIVE
2730,"It's wrong. On the other hand, can a person be blamed for hating someone who shows hatred towards him, for no other reason than his belonging to a religion?",NEGATIVE
2731,"It is wrong. But can you blame a person for hating someone who hates him or her, without any other cause than his religious affiliation?",NEGATIVE
2732,Wasn't the same thing said of the Jews less than a century ago?,NEGATIVE
2733,Wasn't the same thing said about Jews less than a century ago?,NEGATIVE
2734,Muslims have always lived in peace with non-Muslims.,POSITIVE
2735,Muslims have always lived in peace with non-Muslims.,POSITIVE
2736,Mutual respect.,POSITIVE
2737,Mutual respect.,POSITIVE
2738,See the story.,NEUTRAL
2739,See the history.,NEUTRAL
2740,"Islam is a religion of peace, love and brotherhood.",POSITIVE
2741,"Islam is a religion of peace, love and brotherhood.",POSITIVE
2742,Islam is peace love tolerance respect.,POSITIVE
2743,"Islam is peace, love, tolerance, compliance.",POSITIVE
2744,Islam is the source of truth.,POSITIVE
2745,Islam is the source of truth.,POSITIVE
2746,Islam is a religion that respects all religions.,POSITIVE
2747,Islam is a religion that respects all religions.,POSITIVE
2748,Islam advocates living together.,NEUTRAL
2749,Islam preaches living together.,NEGATIVE
2750,"Some Muslim rulers have committed acts of barbarism, but that is the responsibility of their author and not of Islam.",POSITIVE
2751,"Some Muslim rulers have committed acts of barbarism, but this is the responsibility of the perpetrator alone and not Islam.",POSITIVE
2752,"Islam is not a barbaric religion. Muslims have ruled Arab lands for the past 14 centuries. Yet today, statistics inform us that 14 million Arabs are Coptic Christians (for several generations), witnesses that Islam has not been answered with the sword. Muslims ruled India for about a millennium. Today, more than 80% of Indians are non-Muslims, witness that Islam was not imposed by the sword. The regions most populated by Muslims are the east coast of Africa, Indonesia and Malaysia, while no Muslim armed forces have gone to these regions, which have been conquered only by the intellectual sword.",POSITIVE
2753,"Islam is not a barbaric religion. Muslims have ruled the Arab lands for the last 14 centuries. Yet today, statistics tell us that 14 million Arabs are Coptic Christians (for several generations), witnesses that Islam has not been answered with the sword. Muslims ruled India for about a millennium. Today, more than 80% of Indians are non-Muslim, a sign that Islam was not imposed by the sword. The most populated regions in Muslims are the east coast of Africa, Indonesia and Malaysia, while no Muslim armed forces have gone to these regions, which were conquered only by the intellectual sword.",POSITIVE
2754,"The Prophet showed us the example when taking Mecca. While he had finally had the opportunity to take revenge on the Meccans who had committed the worst barbarities (torture, exile, ambargo, slaughter), he forgave them all.",POSITIVE
2755,"The Prophet set us an example when he took Mecca. While he had finally had the opportunity to take revenge on the men who had committed the worst barbarity (torture, exile, ambargo, murder), he forgave them all.",POSITIVE
2756,Muslims are not anti-Semites.,POSITIVE
2757,Muslims are not anti-semitic.,NEUTRAL
2758,"During the Nazi period, the Muslims voluntarily protected the Jews.",NEGATIVE
2759,"During the Nazi period, Muslims have voluntarily protected the Jews.",NEGATIVE
2760,Anti-Semitic acts known in history have been committed by non-Muslim Europeans.,POSITIVE
2761,Known anti-semitic acts in history were committed by non-Muslim Europeans.,POSITIVE
2762,Stereotypes.,NEGATIVE
2763,Stereotypes.,NEGATIVE
2764,And the Jews are all cheapskates? Stop with your cliches.,NEGATIVE
2765,And Jews are stingy? Stop your clichÃ©s.,NEGATIVE
2766,"Take a trip to the mosque, talk to the faithful and you will see that you have the wrong idea of â€‹â€‹Muslims.",NEGATIVE
2767,Do you know the difference between Arab and Muslim?,NEGATIVE
2768,Do you differentiate between Arabic and Muslim?,NEGATIVE
2769,"Islam encourages good behavior towards neighbors, read a little.",POSITIVE
2770,"The Islam encourages good behavior towards neighbors, read a little.",POSITIVE
2771,Do not confuse Arab and Muslim.,POSITIVE
2772,Do not confuse Arab and Muslim.,POSITIVE
2773,Get out of your cave and above all turn off your TV!,NEGATIVE
2774,Get out of your cave and especially turn off your TV!,NEGATIVE
2775,Type Imam Boussena and we'll see who the scum is.,NEGATIVE
2776,Type imam Boussena and we'll see who the scum is.,NEGATIVE
2777,"Muslim women are subject to their God and not to their Men, as you are by your laws.",POSITIVE
2778,"Muslim women are subjected to their God and not to their men, so as you are subjected to your laws.",POSITIVE
2779,Muslim men are not violent.,POSITIVE
